engagement,ad_name,campaign,date,reach,spend
35,XBrand | Swipe and Win | Save More | Limited Time,XBrand | Back to School | Digital Drive | Flash Sale | Gold Loan Offers,2023-06-13,"4,296","LKR1,076.24"
108,XBrand | Exclusive Offer | Travel Smart | Swipe and Win,XBrand | Flash Sale | Digital Drive | Gold Loan Offers | Luxury Travel | Lifestyle Rewards,2023-06-13,"14,304","LKR2,498.75"
5,XBrand | Get Rewarded | Zero Interest | Swipe and Win | Limited Time | Gift Vouchers,XBrand | Digital Drive | Diwali Deals | Gold Loan Offers,2023-06-13,464,LKR209.92
25,XBrand | Gift Vouchers | Zero Interest | Get Rewarded | Save More,XBrand | Holiday Cashback | Summer Bonanza | Luxury Travel | Savings Fiesta,2023-06-13,"3,209",LKR717.04
74,XBrand | Win Big | Easy Payments | Travel Smart | Gift Vouchers | Bonus Points,XBrand | Luxury Travel | Diwali Deals | Lifestyle Rewards | Back to School,2023-06-13,"9,551","LKR2,251.21"
54,XBrand | Get Rewarded | Weekend Treat | Easy Payments,XBrand | Green Finance | Savings Fiesta | Digital Drive | Diwali Deals,2023-06-14,"65,340","LKR1,384.05"
466,XBrand | Bonus Points | Easy Payments | Get Rewarded | Travel Smart | Limited Time,XBrand | Diwali Deals | Auto Loans Special | Luxury Travel | Digital Drive | Summer Bonanza,2023-06-14,"8,353","LKR1,267.96"
42,XBrand | Easy Payments | Bonus Points | Limited Time | Zero Interest,XBrand | Green Finance | Gold Loan Offers | Diwali Deals | Summer Bonanza | Flash Sale,2023-06-14,"46,989","LKR1,205.04"
245,XBrand | Zero Interest | Gift Vouchers | Win Big | Get Rewarded,XBrand | Back to School | Luxury Travel | Lifestyle Rewards | Diwali Deals,2023-06-14,"3,063",LKR969.59
60,XBrand | Win Big | Bonus Points | Save More | Easy Payments,XBrand | Savings Fiesta | Flash Sale | Digital Drive,2023-06-14,"8,868","LKR2,428.07"
12,XBrand | Swipe and Win | Win Big | Save More | Exclusive Offer,XBrand | Green Finance | Luxury Travel | Lifestyle Rewards | Holiday Cashback,2023-06-14,"12,339",LKR286.53
94,XBrand | Swipe and Win | Exclusive Offer | Limited Time,XBrand | Savings Fiesta | Auto Loans Special | Luxury Travel,2023-06-14,"3,681",LKR313.42
18,XBrand | Easy Payments | Swipe and Win | Gift Vouchers,XBrand | Savings Fiesta | Digital Drive | Back to School,2023-06-14,"16,346",LKR331.92
27,XBrand | Zero Interest | Easy Payments | Exclusive Offer | Save More | Travel Smart,XBrand | Flash Sale | Diwali Deals | Savings Fiesta | Green Finance,2023-06-14,"15,964",LKR430.24
13,XBrand | Limited Time | Gift Vouchers | Win Big | Easy Payments,XBrand | Auto Loans Special | Back to School | Flash Sale,2023-06-14,"14,239",LKR333.18
28,XBrand | Limited Time | Weekend Treat | Travel Smart,XBrand | Digital Drive | Holiday Cashback | Lifestyle Rewards | Flash Sale,2023-06-14,"2,352",LKR767.29
115,XBrand | Exclusive Offer | Gift Vouchers | Swipe and Win | Limited Time,XBrand | Diwali Deals | Holiday Cashback | Summer Bonanza,2023-06-14,"13,902","LKR2,719.45"
3,XBrand | Get Rewarded | Bonus Points | Save More | Travel Smart | Weekend Treat,XBrand | Gold Loan Offers | Lifestyle Rewards | Digital Drive | Summer Bonanza | Flash Sale,2023-06-14,564,LKR264.40
42,XBrand | Get Rewarded | Gift Vouchers | Limited Time | Win Big,XBrand | Back to School | Auto Loans Special | Holiday Cashback,2023-06-14,"5,397","LKR1,243.33"
36,XBrand | Bonus Points | Win Big | Easy Payments | Get Rewarded | Weekend Treat,XBrand | Savings Fiesta | Diwali Deals | Luxury Travel,2023-06-14,"6,611","LKR1,459.88"
56,XBrand | Save More | Limited Time | Zero Interest | Weekend Treat,XBrand | Luxury Travel | Diwali Deals | Lifestyle Rewards | Summer Bonanza,2023-06-15,"62,292","LKR1,631.97"
404,XBrand | Easy Payments | Swipe and Win | Exclusive Offer,XBrand | Summer Bonanza | Holiday Cashback | Flash Sale | Green Finance | Back to School,2023-06-15,"7,674","LKR1,707.44"
113,XBrand | Weekend Treat | Win Big | Get Rewarded | Bonus Points,XBrand | Flash Sale | Gold Loan Offers | Green Finance | Digital Drive | Lifestyle Rewards,2023-06-15,"117,906","LKR3,364.52"
637,XBrand | Zero Interest | Weekend Treat | Gift Vouchers | Win Big,XBrand | Digital Drive | Green Finance | Back to School | Luxury Travel,2023-06-15,"7,373","LKR2,916.93"
7,XBrand | Bonus Points | Zero Interest | Weekend Treat | Save More | Gift Vouchers,XBrand | Auto Loans Special | Green Finance | Diwali Deals | Back to School | Savings Fiesta,2023-06-15,"8,949",LKR308.09
15,XBrand | Easy Payments | Gift Vouchers | Save More | Weekend Treat | Travel Smart,XBrand | Auto Loans Special | Summer Bonanza | Gold Loan Offers | Back to School | Luxury Travel,2023-06-15,"14,254",LKR380.13
42,XBrand | Save More | Zero Interest | Exclusive Offer | Get Rewarded | Bonus Points,XBrand | Gold Loan Offers | Diwali Deals | Digital Drive | Lifestyle Rewards | Back to School,2023-06-15,"13,033",LKR448.44
59,XBrand | Bonus Points | Get Rewarded | Gift Vouchers,XBrand | Digital Drive | Diwali Deals | Auto Loans Special | Green Finance,2023-06-15,"7,062","LKR1,886.71"
8,XBrand | Get Rewarded | Exclusive Offer | Bonus Points,XBrand | Luxury Travel | Diwali Deals | Savings Fiesta | Flash Sale | Green Finance,2023-06-15,"12,459",LKR300.14
114,XBrand | Travel Smart | Save More | Get Rewarded,XBrand | Luxury Travel | Holiday Cashback | Savings Fiesta | Flash Sale,2023-06-15,"3,119",LKR268.89
25,XBrand | Win Big | Get Rewarded | Zero Interest | Travel Smart | Gift Vouchers,XBrand | Diwali Deals | Digital Drive | Flash Sale,2023-06-15,"15,524",LKR380.91
13,XBrand | Limited Time | Travel Smart | Zero Interest | Exclusive Offer | Swipe and Win,XBrand | Savings Fiesta | Back to School | Gold Loan Offers | Diwali Deals | Auto Loans Special,2023-06-15,"12,739",LKR339.97
17,XBrand | Easy Payments | Bonus Points | Save More | Exclusive Offer,XBrand | Gold Loan Offers | Flash Sale | Summer Bonanza,2023-06-15,"16,647",LKR428.46
57,XBrand | Travel Smart | Win Big | Bonus Points,XBrand | Holiday Cashback | Diwali Deals | Luxury Travel,2023-06-15,"4,976","LKR1,368.50"
76,XBrand | Zero Interest | Exclusive Offer | Save More,XBrand | Luxury Travel | Holiday Cashback | Lifestyle Rewards,2023-06-15,"10,025","LKR2,278.15"
13,XBrand | Easy Payments | Swipe and Win | Bonus Points | Gift Vouchers,XBrand | Summer Bonanza | Lifestyle Rewards | Diwali Deals,2023-06-15,"1,487",LKR566.52
35,XBrand | Save More | Zero Interest | Gift Vouchers,XBrand | Flash Sale | Gold Loan Offers | Diwali Deals | Luxury Travel,2023-06-15,"6,166","LKR1,336.15"
46,XBrand | Gift Vouchers | Get Rewarded | Bonus Points | Weekend Treat | Easy Payments,XBrand | Gold Loan Offers | Lifestyle Rewards | Luxury Travel,2023-06-15,"5,791","LKR1,368.99"
48,XBrand | Win Big | Travel Smart | Get Rewarded,XBrand | Gold Loan Offers | Summer Bonanza | Digital Drive | Flash Sale | Diwali Deals,2023-06-16,"45,801","LKR1,040.65"
238,XBrand | Zero Interest | Gift Vouchers | Limited Time | Get Rewarded,XBrand | Gold Loan Offers | Summer Bonanza | Flash Sale | Luxury Travel,2023-06-16,"6,627","LKR1,297.33"
28,XBrand | Win Big | Save More | Travel Smart | Bonus Points,XBrand | Digital Drive | Back to School | Holiday Cashback,2023-06-16,"30,054",LKR906.99
204,XBrand | Get Rewarded | Zero Interest | Gift Vouchers | Swipe and Win | Weekend Treat,XBrand | Back to School | Lifestyle Rewards | Summer Bonanza,2023-06-16,"3,495","LKR1,052.08"
33,XBrand | Save More | Easy Payments | Zero Interest,XBrand | Gold Loan Offers | Back to School | Holiday Cashback | Summer Bonanza,2023-06-16,"18,169",LKR620.56
15,XBrand | Gift Vouchers | Save More | Travel Smart | Zero Interest | Win Big,XBrand | Diwali Deals | Auto Loans Special | Digital Drive | Luxury Travel | Green Finance,2023-06-16,"22,017",LKR560.57
40,XBrand | Swipe and Win | Save More | Bonus Points | Exclusive Offer,XBrand | Auto Loans Special | Flash Sale | Digital Drive,2023-06-16,"21,814",LKR656.53
55,XBrand | Travel Smart | Limited Time | Bonus Points,XBrand | Digital Drive | Diwali Deals | Gold Loan Offers | Green Finance | Auto Loans Special,2023-06-16,"51,860","LKR2,138.93"
35,XBrand | Get Rewarded | Travel Smart | Easy Payments | Win Big,XBrand | Auto Loans Special | Holiday Cashback | Gold Loan Offers | Green Finance,2023-06-16,"7,217","LKR2,080.06"
8,XBrand | Easy Payments | Get Rewarded | Save More,XBrand | Back to School | Holiday Cashback | Luxury Travel | Auto Loans Special,2023-06-16,"10,072",LKR265.68
108,XBrand | Zero Interest | Limited Time | Swipe and Win | Get Rewarded,XBrand | Diwali Deals | Green Finance | Flash Sale | Auto Loans Special | Luxury Travel,2023-06-16,"3,308",LKR279.19
14,XBrand | Limited Time | Win Big | Save More | Swipe and Win,XBrand | Holiday Cashback | Green Finance | Diwali Deals | Auto Loans Special | Gold Loan Offers,2023-06-16,"11,580",LKR376.41
20,XBrand | Gift Vouchers | Get Rewarded | Exclusive Offer,XBrand | Holiday Cashback | Back to School | Digital Drive,2023-06-16,"14,437",LKR410.90
15,XBrand | Limited Time | Easy Payments | Travel Smart,XBrand | Auto Loans Special | Digital Drive | Gold Loan Offers | Back to School,2023-06-16,"12,615",LKR367.04
48,XBrand | Weekend Treat | Travel Smart | Easy Payments,XBrand | Auto Loans Special | Back to School | Green Finance | Summer Bonanza | Flash Sale,2023-06-16,"6,065","LKR1,417.15"
72,XBrand | Zero Interest | Travel Smart | Bonus Points,XBrand | Diwali Deals | Holiday Cashback | Savings Fiesta,2023-06-16,"9,345","LKR1,653.56"
9,XBrand | Save More | Weekend Treat | Easy Payments | Win Big | Bonus Points,XBrand | Diwali Deals | Digital Drive | Summer Bonanza,2023-06-16,"1,137",LKR672.28
38,XBrand | Exclusive Offer | Limited Time | Gift Vouchers,XBrand | Auto Loans Special | Green Finance | Savings Fiesta,2023-06-16,"4,364","LKR1,271.44"
40,XBrand | Gift Vouchers | Exclusive Offer | Travel Smart | Zero Interest | Swipe and Win,XBrand | Savings Fiesta | Holiday Cashback | Auto Loans Special,2023-06-16,"5,076","LKR1,604.01"
22,XBrand | Travel Smart | Gift Vouchers | Win Big | Easy Payments,XBrand | Digital Drive | Back to School | Gold Loan Offers | Luxury Travel,2023-06-17,"19,756",LKR634.09
38,XBrand | Limited Time | Zero Interest | Weekend Treat | Win Big | Gift Vouchers,XBrand | Digital Drive | Lifestyle Rewards | Savings Fiesta | Green Finance | Luxury Travel,2023-06-17,"21,408",LKR634.31
51,XBrand | Gift Vouchers | Bonus Points | Zero Interest | Win Big,XBrand | Gold Loan Offers | Diwali Deals | Green Finance,2023-06-17,"18,045",LKR763.13
153,XBrand | Get Rewarded | Travel Smart | Save More,XBrand | Flash Sale | Holiday Cashback | Lifestyle Rewards | Back to School | Savings Fiesta,2023-06-17,"114,165","LKR4,273.64"
549,XBrand | Save More | Gift Vouchers | Exclusive Offer,XBrand | Gold Loan Offers | Lifestyle Rewards | Green Finance | Holiday Cashback,2023-06-17,"5,493","LKR2,514.60"
44,XBrand | Bonus Points | Limited Time | Exclusive Offer | Save More | Swipe and Win,XBrand | Green Finance | Lifestyle Rewards | Back to School,2023-06-17,"5,064","LKR2,040.43"
10,XBrand | Save More | Easy Payments | Weekend Treat,XBrand | Flash Sale | Lifestyle Rewards | Back to School | Green Finance | Gold Loan Offers,2023-06-17,"10,163",LKR302.10
115,XBrand | Travel Smart | Limited Time | Swipe and Win | Get Rewarded,XBrand | Luxury Travel | Flash Sale | Green Finance | Diwali Deals | Auto Loans Special,2023-06-17,"3,104",LKR348.26
22,XBrand | Zero Interest | Save More | Get Rewarded | Easy Payments,XBrand | Auto Loans Special | Holiday Cashback | Flash Sale,2023-06-17,"12,927",LKR447.85
22,XBrand | Weekend Treat | Exclusive Offer | Bonus Points,XBrand | Lifestyle Rewards | Holiday Cashback | Flash Sale | Diwali Deals,2023-06-17,"14,372",LKR464.83
16,XBrand | Win Big | Limited Time | Easy Payments | Gift Vouchers,XBrand | Green Finance | Savings Fiesta | Diwali Deals,2023-06-17,"15,381",LKR543.94
56,XBrand | Easy Payments | Exclusive Offer | Zero Interest | Win Big,XBrand | Auto Loans Special | Holiday Cashback | Green Finance | Flash Sale,2023-06-17,"3,861","LKR1,683.02"
67,XBrand | Weekend Treat | Travel Smart | Zero Interest | Win Big,XBrand | Back to School | Holiday Cashback | Diwali Deals | Green Finance | Lifestyle Rewards,2023-06-17,"5,381","LKR1,730.14"
10,XBrand | Get Rewarded | Save More | Easy Payments,XBrand | Savings Fiesta | Auto Loans Special | Diwali Deals | Digital Drive,2023-06-17,971,LKR587.87
50,XBrand | Easy Payments | Swipe and Win | Gift Vouchers,XBrand | Green Finance | Summer Bonanza | Back to School,2023-06-17,"4,075","LKR1,537.44"
40,XBrand | Zero Interest | Travel Smart | Limited Time | Gift Vouchers | Get Rewarded,XBrand | Digital Drive | Gold Loan Offers | Flash Sale,2023-06-17,"3,331","LKR1,412.94"
22,XBrand | Swipe and Win | Bonus Points | Gift Vouchers,XBrand | Back to School | Gold Loan Offers | Holiday Cashback | Lifestyle Rewards,2023-06-18,"20,021",LKR698.59
44,XBrand | Easy Payments | Win Big | Save More | Limited Time,XBrand | Diwali Deals | Digital Drive | Back to School,2023-06-18,"21,850",LKR648.38
38,XBrand | Limited Time | Zero Interest | Bonus Points | Save More | Gift Vouchers,XBrand | Digital Drive | Gold Loan Offers | Auto Loans Special,2023-06-18,"15,754",LKR718.31
115,XBrand | Get Rewarded | Save More | Easy Payments | Weekend Treat,XBrand | Savings Fiesta | Auto Loans Special | Luxury Travel | Lifestyle Rewards | Diwali Deals,2023-06-18,"92,391","LKR2,986.27"
"1,096",XBrand | Zero Interest | Swipe and Win | Weekend Treat | Easy Payments,XBrand | Savings Fiesta | Holiday Cashback | Digital Drive | Green Finance,2023-06-18,"11,447","LKR4,327.17"
54,XBrand | Save More | Gift Vouchers | Bonus Points,XBrand | Auto Loans Special | Back to School | Savings Fiesta | Holiday Cashback,2023-06-18,"4,868","LKR2,213.87"
9,XBrand | Limited Time | Save More | Win Big | Gift Vouchers,XBrand | Lifestyle Rewards | Holiday Cashback | Diwali Deals,2023-06-18,"10,957",LKR297.43
98,XBrand | Win Big | Easy Payments | Weekend Treat | Gift Vouchers,XBrand | Flash Sale | Holiday Cashback | Savings Fiesta | Back to School | Gold Loan Offers,2023-06-18,"2,557",LKR297.71
11,XBrand | Weekend Treat | Save More | Limited Time,XBrand | Luxury Travel | Back to School | Summer Bonanza | Lifestyle Rewards | Diwali Deals,2023-06-18,"11,562",LKR367.43
10,XBrand | Bonus Points | Get Rewarded | Limited Time,XBrand | Flash Sale | Green Finance | Auto Loans Special | Luxury Travel | Holiday Cashback,2023-06-18,"17,081",LKR497.73
14,XBrand | Easy Payments | Exclusive Offer | Bonus Points | Weekend Treat,XBrand | Luxury Travel | Green Finance | Gold Loan Offers | Lifestyle Rewards,2023-06-18,"12,923",LKR511.70
30,XBrand | Travel Smart | Bonus Points | Save More,XBrand | Lifestyle Rewards | Back to School | Diwali Deals | Holiday Cashback | Savings Fiesta,2023-06-18,"2,598",LKR866.36
98,XBrand | Save More | Gift Vouchers | Limited Time,XBrand | Summer Bonanza | Gold Loan Offers | Luxury Travel,2023-06-18,"8,474","LKR2,490.11"
11,XBrand | Swipe and Win | Gift Vouchers | Get Rewarded | Zero Interest | Weekend Treat,XBrand | Gold Loan Offers | Diwali Deals | Flash Sale | Lifestyle Rewards,2023-06-18,"1,097",LKR635.32
80,XBrand | Save More | Zero Interest | Limited Time | Exclusive Offer | Bonus Points,XBrand | Summer Bonanza | Green Finance | Back to School | Gold Loan Offers,2023-06-18,"6,393","LKR2,054.18"
17,XBrand | Zero Interest | Easy Payments | Weekend Treat | Gift Vouchers,XBrand | Gold Loan Offers | Back to School | Diwali Deals | Digital Drive | Luxury Travel,2023-06-18,"1,723",LKR657.13
19,XBrand | Save More | Win Big | Weekend Treat,XBrand | Flash Sale | Savings Fiesta | Auto Loans Special | Holiday Cashback,2023-06-19,"20,154",LKR737.45
40,XBrand | Get Rewarded | Zero Interest | Swipe and Win,XBrand | Diwali Deals | Luxury Travel | Flash Sale | Auto Loans Special,2023-06-19,"18,444",LKR661.73
44,XBrand | Exclusive Offer | Zero Interest | Easy Payments,XBrand | Holiday Cashback | Gold Loan Offers | Green Finance | Savings Fiesta | Summer Bonanza,2023-06-19,"16,512",LKR693.46
558,XBrand | Save More | Exclusive Offer | Limited Time | Gift Vouchers,XBrand | Savings Fiesta | Luxury Travel | Flash Sale,2023-06-19,"11,258","LKR3,133.01"
28,XBrand | Limited Time | Weekend Treat | Bonus Points | Zero Interest | Gift Vouchers,XBrand | Holiday Cashback | Summer Bonanza | Flash Sale | Green Finance,2023-06-19,"15,202",LKR566.18
20,XBrand | Zero Interest | Easy Payments | Get Rewarded | Gift Vouchers,XBrand | Holiday Cashback | Summer Bonanza | Back to School | Lifestyle Rewards,2023-06-19,"17,579",LKR660.85
31,XBrand | Swipe and Win | Save More | Zero Interest,XBrand | Green Finance | Holiday Cashback | Diwali Deals,2023-06-19,"14,396",LKR655.01
116,XBrand | Swipe and Win | Zero Interest | Bonus Points | Travel Smart | Exclusive Offer,XBrand | Gold Loan Offers | Summer Bonanza | Holiday Cashback,2023-06-19,"2,174",LKR469.30
119,XBrand | Exclusive Offer | Zero Interest | Travel Smart | Easy Payments,XBrand | Auto Loans Special | Back to School | Flash Sale,2023-06-19,"1,257",LKR596.60
136,XBrand | Travel Smart | Swipe and Win | Exclusive Offer | Win Big,XBrand | Savings Fiesta | Auto Loans Special | Gold Loan Offers,2023-06-19,"1,232",LKR438.38
32,XBrand | Save More | Win Big | Swipe and Win | Bonus Points | Zero Interest,XBrand | Auto Loans Special | Lifestyle Rewards | Green Finance | Digital Drive,2023-06-19,"35,559","LKR1,280.73"
299,XBrand | Easy Payments | Gift Vouchers | Save More | Weekend Treat,XBrand | Green Finance | Back to School | Auto Loans Special,2023-06-19,"1,823",LKR998.14
38,XBrand | Win Big | Save More | Swipe and Win | Get Rewarded | Travel Smart,XBrand | Holiday Cashback | Back to School | Diwali Deals,2023-06-19,"4,189","LKR1,722.42"
6,XBrand | Swipe and Win | Save More | Bonus Points | Win Big | Limited Time,XBrand | Back to School | Savings Fiesta | Flash Sale | Gold Loan Offers,2023-06-19,"8,656",LKR251.97
80,XBrand | Limited Time | Travel Smart | Get Rewarded | Bonus Points | Exclusive Offer,XBrand | Auto Loans Special | Lifestyle Rewards | Diwali Deals,2023-06-19,"2,989",LKR251.75
18,XBrand | Save More | Bonus Points | Gift Vouchers,XBrand | Holiday Cashback | Lifestyle Rewards | Digital Drive | Back to School | Savings Fiesta,2023-06-19,"13,169",LKR440.82
14,XBrand | Save More | Exclusive Offer | Weekend Treat | Travel Smart,XBrand | Luxury Travel | Green Finance | Lifestyle Rewards,2023-06-19,"14,828",LKR393.42
24,XBrand | Weekend Treat | Limited Time | Bonus Points | Swipe and Win,XBrand | Flash Sale | Lifestyle Rewards | Green Finance | Gold Loan Offers | Auto Loans Special,2023-06-19,"14,767",LKR476.80
25,XBrand | Weekend Treat | Gift Vouchers | Easy Payments | Get Rewarded | Limited Time,XBrand | Holiday Cashback | Digital Drive | Gold Loan Offers | Auto Loans Special | Luxury Travel,2023-06-19,"1,462",LKR507.51
